T20I #,World Cup Match?,Winner,Date,Batting First,Team 1 Runs,Team 1 Wickets,Team 1 Overs,Team 1 Adjusted Run Rate,Batting Second,Team 2 Runs,Team 2 Wickets,Team 2 Overs,Team 2 Adjusted Run Rate,Ground,City,Country
29,True,Tie,9/14/2007,India,141,9,20.0,7.05,Pakistan,141,7,20.0,7.05,Kingsmead,Durban,South Africa
30,True,Sri Lanka,9/15/2007,New Zealand,164,7,20.0,8.2,Sri Lanka,168,3,18.5,8.920353982,New Wanderers Stadium,Johannesburg,South Africa
31,True,South Africa,9/15/2007,Bangladesh,144,10,19.3,7.2,South Africa,146,3,18.5,7.3,Newlands,Cape Town,South Africa
32,True,New Zealand,9/16/2007,New Zealand,190,10,20.0,9.5,India,180,9,20.0,9.0,New Wanderers Stadium,Johannesburg,South Africa
33,True,Australia,9/16/2007,Bangladesh,123,8,20.0,6.15,Australia,124,1,13.5,8.963855422,Newlands,Cape Town,South Africa
34,True,South Africa,9/16/2007,South Africa,154,8,20.0,7.7,England,135,7,20.0,6.75,Newlands,Cape Town,South Africa
35,True,Pakistan,9/17/2007,Pakistan,189,6,20.0,9.45,Sri Lanka,156,9,20.0,7.8,New Wanderers Stadium,Johannesburg,South Africa
36,True,New Zealand,9/18/2007,New Zealand,164,9,20.0,8.2,England,159,8,20.0,7.95,Kingsmead,Durban,South Africa
37,True,Pakistan,9/18/2007,Australia,164,7,20.0,8.2,Pakistan,165,4,19.1,8.608695652,New Wanderers Stadium,Johannesburg,South Africa
38,True,Sri Lanka,9/18/2007,Sri Lanka,147,5,20.0,7.35,Bangladesh,83,10,15.5,5.242105263,New Wanderers Stadium,Johannesburg,South Africa
39,True,South Africa,9/19/2007,New Zealand,153,8,20.0,7.65,South Africa,158,4,19.1,8.243478261,Kingsmead,Durban,South Africa
40,True,India,9/19/2007,India,218,4,20.0,10.9,England,200,6,20.0,10.0,Kingsmead,Durban,South Africa
41,True,Australia,9/20/2007,Sri Lanka,101,10,19.3,5.05,Australia,102,0,10.2,5.1,Newlands,Cape Town,South Africa
42,True,Pakistan,9/20/2007,Bangladesh,140,10,19.4,7.0,Pakistan,141,6,19.0,7.05,Newlands,Cape Town,South Africa
43,True,India,9/20/2007,India,153,5,20.0,7.65,South Africa,116,9,20.0,5.8,Kingsmead,Durban,South Africa
44,True,Pakistan,9/22/2007,New Zealand,143,8,20.0,7.15,Pakistan,147,4,18.5,7.805309735,Newlands,Cape Town,South Africa
45,True,India,9/22/2007,India,188,5,20.0,9.4,Australia,173,7,20.0,8.65,Kingsmead,Durban,South Africa
46,True,India,9/24/2007,India,157,5,20.0,7.85,Pakistan,152,10,19.3,7.794871795,New Wanderers Stadium,Johannesburg,South Africa
47,True,India,10/20/2007,Australia,166,5,20.0,8.3,India,167,3,18.1,9.19266055,Brabourne Stadium,Mumbai,India
48,False,South Africa,11/23/2007,New Zealand,129,7,20.0,6.45,South Africa,131,7,19.5,6.605042017,New Wanderers Stadium,Johannesburg,South Africa
49,False,Australia,12/11/2007,Australia,186,6,20.0,9.3,New Zealand,132,10,18.3,7.135135135,Western Australia Cricket Association Ground,Perth,Australia
50,False,West Indies,12/16/2007,South Africa,58,8,13.0,4.461538462,West Indies,60,5,9.5,6.101694915,St George's Park,Gqeberha,South Africa
51,False,South Africa,1/18/2008,West Indies,131,7,20.0,6.55,South Africa,134,6,19.2,6.931034483,New Wanderers Stadium,Johannesburg,South Africa
52,False,Australia,2/1/2008,India,74,10,17.3,3.7,Australia,75,1,11.2,3.75,Melbourne Cricket Ground,Melbourne,Australia
53,False,England,2/5/2008,England,184,8,20.0,9.2,New Zealand,152,10,19.2,7.862068966,Eden Park,Auckland,New  Zealand
54,False,England,2/7/2008,England,193,8,20.0,9.65,New Zealand,143,8,20.0,7.15,Jade Stadium,Christchurch,New Zealand
55,False,Pakistan,4/20/2008,Pakistan,203,5,20.0,10.15,Bangladesh,101,10,16.0,6.3125,National Stadium,Karachi,Pakistan
56,False,England,6/13/2008,New Zealand,123,9,20.0,6.15,England,127,1,17.3,7.257142857,Old Trafford,Manchester,England
57,False,West Indies,6/20/2008,Australia,97,3,11.0,8.818181818,West Indies,102,3,9.1,11.12727273,Kensington Oval,Bridgetown,West Indies
58,False,Netherlands,8/2/2008,Netherlands,153,5,20.0,7.65,Kenya,134,9,20.0,6.7,Civil Service Cricket Club,Belfast,Northern Ireland
59,False,Ireland,8/2/2008,Scotland,117,10,20.0,5.85,Ireland,118,6,19.5,5.9,Civil Service Cricket Club,Belfast,Northern Ireland
60,False,Canada,8/2/2008,Netherlands,97,10,18.4,4.85,Canada,99,6,19.3,4.95,Civil Service Cricket Club,Belfast,Northern Ireland
61,False,Scotland,8/3/2008,Bermunda,99,7,20.0,4.95,Scotland,100,2,17.4,5.660377358,Civil Service Cricket Club,Belfast,Northern Ireland
62,False,Kenya,8/3/2008,Canada,91,10,19.4,4.55,Kenya,92,6,17.5,4.6,Civil Service Cricket Club,Belfast,Northern Ireland
63,False,Ireland,8/3/2008,Ireland,43,7,9.0,4.777777778,Bermunda,41,8,9.0,4.555555556,Civil Service Cricket Club,Belfast,Northern Ireland
64,False,Ireland,8/4/2008,Kenya,67,10,17.2,3.35,Ireland,72,6,19.1,3.6,Civil Service Cricket Club,Belfast,Northern Ireland
65,False,Netherlands,8/4/2008,Scotland,107,8,20.0,5.35,Netherlands,110,5,18.0,6.111111111,Civil Service Cricket Club,Belfast,Northern Ireland
66,False,Scotland,8/4/2008,Kenya,106,9,20.0,5.3,Scotland,107,1,18.1,5.889908257,Civil Service Cricket Club,Belfast,Northern Ireland
67,False,Canada,8/5/2008,Bermunda,70,10,20.0,3.5,Canada,71,2,10.3,3.55,Civil Service Cricket Club,Belfast,Northern Ireland
68,False,No Result,8/5/2008,Netherlands,0,0,0.0,,Ireland,0,0,0.0,,Civil Service Cricket Club,Belfast,Northern Ireland
69,False,Sri Lanka,10/10/2008,Zimbabwe,106,8,17.0,6.235294118,Sri Lanka,107,5,16.0,6.6875,Maple Leaf North-West Ground,King City,Canada
70,False,Pakistan,10/10/2008,Pakistan,137,7,20.0,6.85,Canada,102,9,20.0,5.1,Maple Leaf North-West Ground,King City,Canada
71,False,Tie,10/11/2008,Canada,135,7,20.0,6.75,Zimbabwe,135,9,20.0,6.75,Maple Leaf North-West Ground,King City,Canada
72,False,Pakistan,10/11/2008,Sri Lanka,137,9,20.0,6.85,Pakistan,141,7,19.5,7.109243697,Maple Leaf North-West Ground,King City,Canada
73,False,Pakistan,10/12/2008,Zimbabwe,107,8,20.0,5.35,Pakistan,110,3,19.0,5.789473684,Maple Leaf North-West Ground,King City,Canada
74,False,Sri Lanka,10/12/2008,Sri Lanka,153,7,20.0,7.65,Canada,138,10,20.0,6.9,Maple Leaf North-West Ground,King City,Canada
75,False,Zimbabwe,10/13/2008,Zimbabwe,184,5,20.0,9.2,Canada,75,10,19.2,3.879310345,Maple Leaf North-West Ground,King City,Canada
76,False,Sri Lanka,10/13/2008,Pakistan,132,7,20.0,6.6,Sri Lanka,133,5,19.0,7.0,Maple Leaf North-West Ground,King City,Canada
77,False,South Africa,11/5/2008,South Africa,118,7,14.0,8.428571429,Bangladesh,109,8,14.0,7.785714286,New Wanderers Stadium,Johannesburg,South Africa
78,False,Tie,12/26/2008,New Zealand,155,7,20.0,7.75,West Indies,155,8,20.0,7.75,Eden Park,Auckland,New  Zealand
79,False,New Zealand,12/28/2008,New Zealand,191,9,20.0,9.55,West Indies,155,7,20.0,7.75,Seddon Park,Hamilton,New Zealand
80,False,Australia,1/11/2009,Australia,182,9,20.0,9.1,South Africa,130,10,18.0,7.222222222,Melbourne Cricket Ground,Melbourne,Australia
81,False,Australia,1/13/2009,South Africa,157,5,20.0,7.85,Australia,161,4,18.5,8.548672566,Brisbane Cricket Ground,Brisbane,Australia
82,False,India,2/10/2009,Sri Lanka,171,4,20.0,8.55,India,174,7,19.2,9.0,R Premadasa Stadium,Colombo,Sri Lanka
83,False,Australia,2/15/2009,Australia,150,7,20.0,7.5,New Zealand,149,5,20.0,7.45,Sydney Cricket Ground,Sydney,Australia
84,False,New Zealand,2/25/2009,India,162,8,20.0,8.1,New Zealand,166,3,18.5,8.814159292,AMI Stadium,Christchurch,New Zealand
85,False,New Zealand,2/27/2009,India,149,6,20.0,7.45,New Zealand,150,5,20.0,7.5,Westpac Stadium,Wellington,New Zealand
86,False,West Indies,3/15/2009,England,121,10,19.1,6.05,West Indies,123,4,18.0,6.15,Queen's Park Oval,Port of Spain,West Indies
87,False,South Africa,3/27/2009,Australia,166,7,20.0,8.3,South Africa,168,6,19.2,8.689655172,New Wanderers Stadium,Johannesburg,South Africa
88,False,South Africa,3/29/2009,South Africa,156,5,20.0,7.8,Australia,139,8,20.0,6.95,SuperSport Park,Centurion,South Africa
89,False,Pakistan,5/7/2009,Australia,108,10,19.5,5.4,Pakistan,109,3,16.2,5.45,Dubai International Cricket Stadium,Dubai,UAE
90,True,Netherlands,6/5/2009,England,162,5,20.0,8.1,Netherlands,163,6,20.0,8.15,Lord's,London,England
91,True,New Zealand,6/6/2009,Scotland,89,4,7.0,12.71428571,New Zealand,90,3,6.0,15.0,Kennington Oval,London,England
92,True,West Indies,6/6/2009,Australia,169,7,20.0,8.45,West Indies,172,3,15.5,10.86315789,Kennington Oval,London,England
93,True,India,6/6/2009,India,180,5,20.0,9.0,Bangladesh,155,8,20.0,7.75,Trent Bridge,Nottingham,England
94,True,South Africa,6/7/2009,South Africa,211,5,20.0,10.55,Scotland,81,10,15.4,5.170212766,Kennington Oval,London,England
95,True,England,6/7/2009,England,185,5,20.0,9.25,Pakistan,137,7,20.0,6.85,Kennington Oval,London,England
96,True,Ireland,6/8/2009,Bangladesh,137,8,20.0,6.85,Ireland,138,4,18.2,7.527272727,Trent Bridge,Nottingham,England
97,True,Sri Lanka,6/8/2009,Australia,159,9,20.0,7.95,Sri Lanka,160,4,19.0,8.421052632,Trent Bridge,Nottingham,England
98,True,Pakistan,6/9/2009,Pakistan,175,5,20.0,8.75,Netherlands,93,10,17.3,5.314285714,Lord's,London,England
99,True,South Africa,6/9/2009,South Africa,128,7,20.0,6.4,New Zealand,127,5,20.0,6.35,Lord's,London,England
100,True,Sri Lanka,6/10/2009,Sri Lanka,192,5,20.0,9.6,West Indies,177,5,20.0,8.85,Trent Bridge,Nottingham,England
101,True,India,6/10/2009,Ireland,112,8,18.0,6.222222222,India,113,2,15.3,7.290322581,Trent Bridge,Nottingham,England
102,True,New Zealand,6/11/2009,New Zealand,198,5,20.0,9.9,Ireland,115,10,16.4,6.9,Trent Bridge,Nottingham,England
103,True,South Africa,6/11/2009,England,111,10,19.5,5.55,South Africa,114,3,18.2,5.7,Trent Bridge,Nottingham,England
104,True,Sri Lanka,6/12/2009,Sri Lanka,150,7,20.0,7.5,Pakistan,131,9,20.0,6.55,Lord's,London,England
105,True,West Indies,6/12/2009,India,153,7,20.0,7.65,West Indies,156,3,18.4,8.357142857,Lord's,London,England
106,True,South Africa,6/13/2009,South Africa,183,7,20.0,9.15,West Indies,163,9,20.0,8.15,Kennington Oval,London,England
107,True,Pakistan,6/13/2009,New Zealand,99,10,18.3,4.95,Pakistan,100,4,13.1,5.0,Kennington Oval,London,England
108,True,Sri Lanka,6/14/2009,Sri Lanka,144,9,20.0,7.2,Ireland,135,7,20.0,6.75,Lord's,London,England
109,True,England,6/14/2009,England,153,7,20.0,7.65,India,150,5,20.0,7.5,Lord's,London,England
110,True,Pakistan,6/15/2009,Pakistan,159,5,20.0,7.95,Ireland,120,9,20.0,6.0,Kennington Oval,London,England
111,True,West Indies,6/15/2009,England,161,6,20.0,8.05,West Indies,82,5,8.2,9.84,Kennington Oval,London,England
112,True,Sri Lanka,6/16/2009,Sri Lanka,158,5,20.0,7.9,New Zealand,110,10,17.0,6.470588235,Trent Bridge,Nottingham,England
113,True,South Africa,6/16/2009,South Africa,130,5,20.0,6.5,India,118,8,20.0,5.9,Trent Bridge,Nottingham,England
114,True,Pakistan,6/18/2009,Pakistan,149,4,20.0,7.45,South Africa,142,5,20.0,7.1,Trent Bridge,Nottingham,England
115,True,Sri Lanka,6/19/2009,Sri Lanka,158,5,20.0,7.9,West Indies,101,10,17.4,5.716981132,Kennington Oval,London,England
116,True,Pakistan,6/21/2009,Sri Lanka,138,6,20.0,6.9,Pakistan,139,2,18.4,7.446428571,Lord's,London,England
117,False,West Indies,8/2/2009,Bangladesh,118,9,20.0,5.9,West Indies,119,5,16.5,7.069306931,Warner Park,Basseterre,West Indies
118,False,Pakistan,8/12/2009,Pakistan,172,5,20.0,8.6,Sri Lanka,120,10,18.1,6.605504587,R Premadasa Stadium,Colombo,Sri Lanka
119,False,No Result,8/30/2009,Australia,145,4,20.0,7.25,England,4,2,1.1,3.428571429,Old Trafford,Manchester,England
120,False,New Zealand,9/2/2009,New Zealand,141,8,20.0,7.05,Sri Lanka,138,9,20.0,6.9,R Premadasa Stadium,Colombo,Sri Lanka
121,False,New Zealand,9/4/2009,New Zealand,170,4,20.0,8.5,Sri Lanka,148,8,20.0,7.4,R Premadasa Stadium,Colombo,Sri Lanka
122,False,Pakistan,11/12/2009,Pakistan,161,8,20.0,8.05,New Zealand,112,9,18.3,6.054054054,Dubai International Cricket Stadium,Dubai,UAE
123,False,Pakistan,11/13/2009,Pakistan,153,5,20.0,7.65,New Zealand,146,5,20.0,7.3,Dubai International Cricket Stadium,Dubai,UAE
124,False,England,11/13/2009,England,202,6,20.0,10.1,South Africa,127,3,13.0,9.769230769,New Wanderers Stadium,Johannesburg,South Africa
125,False,South Africa,11/15/2009,South Africa,241,6,20.0,12.05,England,157,8,20.0,7.85,SuperSport Park,Centurion,South Africa
126,False,Sri Lanka,12/9/2009,Sri Lanka,215,5,20.0,10.75,India,186,9,20.0,9.3,Vidarbha Cricket Association Stadium,Nagpur,India
127,False,India,12/12/2009,Sri Lanka,206,7,20.0,10.3,India,211,4,19.1,11.00869565,Punjab Cricket Association Stadium,Chandigarh,India
128,False,Ireland,2/1/2010,Afghanistan,121,9,20.0,6.05,Ireland,124,5,18.1,6.825688073,P Sara Oval,Colombo,Sri Lanka
129,False,Kenya,2/1/2010,Scotland,109,9,20.0,5.45,Kenya,110,0,12.3,8.8,Gymkhana Club Ground,Nairobi,Kenya
130,False,Canada,2/3/2010,Canada,176,3,20.0,8.8,Ireland,172,8,20.0,8.6,Sinhalese Sports Club Ground,Colombo,Sri Lanka
131,False,New Zealand,2/3/2010,Bangladesh,78,10,17.3,3.9,New Zealand,79,0,8.2,3.95,Seddon Park,Hamilton,New Zealand
132,False,Afghanistan,2/4/2010,Canada,140,6,20.0,7.0,Afghanistan,143,5,19.5,7.210084034,Sinhalese Sports Club Ground,Colombo,Sri Lanka
133,False,Kenya,2/4/2010,Scotland,123,10,19.2,6.15,Kenya,126,0,14.3,6.3,Gymkhana Club Ground,Nairobi,Kenya
134,False,Australia,2/5/2010,Australia,127,10,18.4,6.35,Pakistan,125,9,20.0,6.25,Melbourne Cricket Ground,Melbourne,Australia
135,False,Afghanistan,2/9/2010,Afghanistan,139,8,20.0,6.95,Ireland,126,10,19.2,6.517241379,Dubai International Cricket Stadium,Dubai,UAE
136,False,Netherlands,2/9/2010,Canada,142,7,20.0,7.1,Netherlands,146,4,19.1,7.617391304,Dubai International Cricket Stadium,Dubai,UAE
137,False,Afghanistan,2/10/2010,Afghanistan,131,7,20.0,6.55,Scotland,117,9,20.0,5.85,Sheikh Zayed Stadium,Abu Dhabi,UAE
138,False,Kenya,2/10/2010,Canada,138,9,20.0,6.9,Kenya,141,1,14.5,9.505617978,Dubai International Cricket Stadium,Dubai,UAE
139,False,Netherlands,2/11/2010,Kenya,130,10,19.4,6.5,Netherlands,133,3,19.1,6.65,Sheikh Zayed Stadium,Abu Dhabi,UAE
140,False,Ireland,2/11/2010,Ireland,136,7,20.0,6.8,Scotland,99,10,18.3,5.351351351,Dubai International Cricket Stadium,Dubai,UAE
141,False,Netherlands,2/12/2010,Afghanistan,128,9,20.0,6.4,Netherlands,132,6,18.5,7.008849558,Dubai International Cricket Stadium,Dubai,UAE
142,False,Ireland,2/13/2010,Ireland,151,6,20.0,7.55,Netherlands,86,10,15.3,5.548387097,Dubai International Cricket Stadium,Dubai,UAE
143,False,Afghanistan,2/13/2010,Ireland,142,8,20.0,7.1,Afghanistan,147,2,17.3,8.4,Dubai International Cricket Stadium,Dubai,UAE
144,False,England,2/19/2010,Pakistan,129,8,20.0,6.45,England,130,3,18.3,7.027027027,Dubai International Cricket Stadium,Dubai,UAE
145,False,Pakistan,2/20/2010,England,148,6,20.0,7.4,Pakistan,149,6,19.0,7.842105263,Dubai International Cricket Stadium,Dubai,UAE
146,False,Australia,2/21/2010,Australia,179,8,20.0,8.95,West Indies,141,8,20.0,7.05,Bellerive Oval,Hobart,Australia
147,False,Australia,2/23/2010,West Indies,138,7,20.0,6.9,Australia,142,2,11.4,12.17142857,Sydney Cricket Ground,Sydney,Australia
148,False,Australia,2/26/2010,New Zealand,118,10,20.0,5.9,Australia,119,4,16.0,5.95,Westpac Stadium,Wellington,New Zealand
149,False,Tie,2/28/2010,New Zealand,214,6,20.0,10.7,Australia,214,4,20.0,10.7,AMI Stadium,Christchurch,New Zealand
150,False,Zimbabwe,2/28/2010,Zimbabwe,105,10,19.5,5.25,West Indies,79,7,20.0,3.95,Queen's Park Oval,Port of Spain,West Indies
151,True,New Zealand,4/30/2010,Sri Lanka,135,6,20.0,6.75,New Zealand,139,8,19.5,7.008403361,Providence Stadium,Providence,West Indies
152,True,West Indies,4/30/2010,West Indies,138,9,20.0,6.9,Ireland,68,10,16.4,4.08,Providence Stadium,Providence,West Indies
153,True,India,5/1/2010,Afghanistan,115,8,20.0,5.75,India,116,3,14.5,7.820224719,Beausejour Stadium,Gros Islet,West Indies
154,True,Pakistan,5/1/2010,Pakistan,172,3,20.0,8.6,Bangladesh,151,7,20.0,7.55,Beausejour Stadium,Gros Islet,West Indies
155,True,India,5/2/2010,India,186,5,20.0,9.3,South Africa,172,5,20.0,8.6,Beausejour Stadium,Gros Islet,West Indies
156,True,Australia,5/2/2010,Australia,191,10,20.0,9.55,Pakistan,157,10,20.0,7.85,Beausejour Stadium,Gros Islet,West Indies
157,True,Sri Lanka,5/3/2010,Sri Lanka,173,7,20.0,8.65,Zimbabwe,29,1,5.0,5.8,Providence Stadium,Providence,West Indies
158,True,West Indies,5/3/2010,England,191,5,20.0,9.55,West Indies,60,2,5.5,10.28571429,Providence Stadium,Providence,West Indies
159,True,New Zealand,5/4/2010,Zimbabwe,84,10,15.1,4.2,New Zealand,36,1,8.1,4.408163265,Providence Stadium,Providence,West Indies
160,True,No Result,5/4/2010,England,120,8,20.0,6.0,Ireland,14,1,3.3,4.0,Providence Stadium,Providence,West Indies
161,True,Australia,5/5/2010,Australia,141,7,20.0,7.05,Bangladesh,114,10,18.4,6.107142857,Kensington Oval,Bridgetown,West Indies
162,True,South Africa,5/5/2010,South Africa,139,7,20.0,6.95,Afghanistan,80,10,16.0,5.0,Kensington Oval,Bridgetown,West Indies
163,True,England,5/6/2010,Pakistan,147,9,20.0,7.35,England,151,4,19.3,7.743589744,Kensington Oval,Bridgetown,West Indies
164,True,South Africa,5/6/2010,South Africa,170,4,20.0,8.5,New Zealand,157,7,20.0,7.85,Kensington Oval,Bridgetown,West Indies
165,True,Australia,5/7/2010,Australia,184,5,20.0,9.2,India,135,10,17.4,7.641509434,Kensington Oval,Bridgetown,West Indies
166,True,Sri Lanka,5/7/2010,Sri Lanka,195,3,20.0,9.75,West Indies,138,8,20.0,6.9,Kensington Oval,Bridgetown,West Indies
167,True,New Zealand,5/8/2010,New Zealand,133,7,20.0,6.65,Pakistan,132,7,20.0,6.6,Kensington Oval,Bridgetown,West Indies
168,True,England,5/8/2010,England,168,7,20.0,8.4,South Africa,129,10,19.0,6.789473684,Kensington Oval,Bridgetown,West Indies
169,True,West Indies,5/9/2010,West Indies,169,6,20.0,8.45,India,155,9,20.0,7.75,Kensington Oval,Bridgetown,West Indies
170,True,Australia,5/9/2010,Australia,168,5,20.0,8.4,Sri Lanka,87,10,16.2,5.326530612,Kensington Oval,Bridgetown,West Indies
171,True,Pakistan,5/10/2010,Pakistan,148,7,20.0,7.4,South Africa,137,7,20.0,6.85,Beausejour Stadium,Gros Islet,West Indies
172,True,England,5/10/2010,New Zealand,149,6,20.0,7.45,England,153,7,19.1,7.982608696,Beausejour Stadium,Gros Islet,West Indies
173,True,Sri Lanka,5/11/2010,India,163,5,20.0,8.15,Sri Lanka,167,5,20.0,8.35,Beausejour Stadium,Gros Islet,West Indies
174,True,Australia,5/11/2010,West Indies,105,10,19.0,5.25,Australia,109,4,16.2,5.45,Beausejour Stadium,Gros Islet,West Indies
175,True,England,5/13/2010,Sri Lanka,128,6,20.0,6.4,England,132,3,16.0,8.25,Beausejour Stadium,Gros Islet,West Indies
176,True,Australia,5/14/2010,Pakistan,191,6,20.0,9.55,Australia,197,7,19.5,9.932773109,Beausejour Stadium,Gros Islet,West Indies
177,True,England,5/16/2010,Australia,147,6,20.0,7.35,England,148,3,17.0,8.705882353,Kensington Oval,Bridgetown,West Indies
178,False,South Africa,5/19/2010,South Africa,136,7,20.0,6.8,West Indies,123,10,19.5,6.201680672,Sir Vivian Richards Stadium,North Sound,West Indies
179,False,South Africa,5/20/2010,South Africa,120,7,20.0,6.0,West Indies,119,7,20.0,5.95,Sir Vivian Richards Stadium,North Sound,West Indies
180,False,New Zealand,5/22/2010,New Zealand,120,7,20.0,6.0,Sri Lanka,92,10,19.4,4.677966102,Central Broward Regional Park Stadium Turf Ground,Lauderhill,USA
181,False,Sri Lanka,5/23/2010,New Zealand,81,10,17.3,4.05,Sri Lanka,82,3,15.3,4.1,Central Broward Regional Park Stadium Turf Ground,Lauderhill,USA
182,False,India,6/12/2010,Zimbabwe,111,9,20.0,5.55,India,112,4,15.0,7.466666667,Harare Sports Club,Harare,Zimbabwe
183,False,India,6/13/2010,Zimbabwe,140,5,20.0,7.0,India,144,3,18.0,8.0,Harare Sports Club,Harare,Zimbabwe
184,False,Pakistan,7/5/2010,Pakistan,167,8,20.0,8.35,Australia,144,10,18.4,7.714285714,Edgbaston,Birmingham,England
185,False,Pakistan,7/6/2010,Pakistan,162,9,20.0,8.1,Australia,151,10,19.4,7.677966102,Edgbaston,Birmingham,England
186,False,England,9/5/2010,Pakistan,126,4,20.0,6.3,England,129,5,17.1,7.514563107,Sophia Gardens,Cardiff,Wales
187,False,England,9/7/2010,Pakistan,89,10,18.4,4.45,England,90,4,14.0,4.5,Sophia Gardens,Cardiff,Wales
188,False,South Africa,10/8/2010,Zimbabwe,168,4,20.0,8.4,South Africa,169,3,15.5,10.67368421,OUTsurance Oval,Bloemfontein,South Africa
189,False,South Africa,10/10/2010,South Africa,194,6,20.0,9.7,Zimbabwe,186,7,20.0,9.3,De Beers Diamond Oval,Kimberley,South Africa
190,False,South Africa,10/26/2010,Pakistan,119,10,19.5,5.95,South Africa,120,4,18.2,6.0,Sheikh Zayed Stadium,Abu Dhabi,UAE
191,False,South Africa,10/27/2010,Pakistan,120,9,20.0,6.0,South Africa,125,4,18.4,6.696428571,Sheikh Zayed Stadium,Abu Dhabi,UAE
192,False,Sri Lanka,10/31/2010,Australia,133,8,20.0,6.65,Sri Lanka,135,3,16.3,8.181818182,Western Australia Cricket Association Ground,Perth,Australia
193,False,New Zealand,12/26/2010,Pakistan,143,9,20.0,7.15,New Zealand,146,5,17.1,8.504854369,Eden Park,Auckland,New  Zealand
194,False,New Zealand,12/28/2010,New Zealand,185,7,20.0,9.25,Pakistan,146,9,20.0,7.3,Seddon Park,Hamilton,New Zealand
195,False,Pakistan,12/30/2010,Pakistan,183,6,20.0,9.15,New Zealand,80,10,15.5,5.052631579,AMI Stadium,Christchurch,New Zealand
196,False,India,1/9/2011,India,168,6,20.0,8.4,South Africa,147,9,20.0,7.35,Moses Mabhida Stadium,Durban,South Africa
197,False,England,1/12/2011,Australia,157,4,20.0,7.85,England,158,9,20.0,7.9,Adelaide Oval,Adelaide,Australia
198,False,Australia,1/14/2011,Australia,147,7,20.0,7.35,England,143,6,20.0,7.15,Melbourne Cricket Ground,Melbourne,Australia
199,False,West Indies,4/21/2011,West Indies,150,7,20.0,7.5,Pakistan,143,9,20.0,7.15,Beausejour Stadium,Gros Islet,West Indies
200,False,India,6/4/2011,India,159,6,20.0,7.95,West Indies,143,5,20.0,7.15,Queen's Park Oval,Port of Spain,West Indies
201,False,Sri Lanka,6/25/2011,England,136,9,20.0,6.8,Sri Lanka,137,1,17.2,7.903846154,County Ground,Bristol,England
202,False,Sri Lanka,8/6/2011,Sri Lanka,198,3,20.0,9.9,Australia,163,8,20.0,8.15,Pallekele International Cricket Stadium,Kandy,Sri Lanka
203,False,Sri Lanka,8/8/2011,Sri Lanka,157,9,20.0,7.85,Australia,149,9,20.0,7.45,Pallekele International Cricket Stadium,Kandy,Sri Lanka
204,False,England,8/31/2011,India,165,10,19.4,8.25,England,169,4,19.3,8.45,Old Trafford,Manchester,England
205,False,Pakistan,9/16/2011,Pakistan,198,4,20.0,9.9,Zimbabwe,113,10,15.2,7.369565217,Harare Sports Club,Harare,Zimbabwe
206,False,Pakistan,9/18/2011,Pakistan,141,7,20.0,7.05,Zimbabwe,136,7,20.0,6.8,Harare Sports Club,Harare,Zimbabwe
207,False,England,9/23/2011,West Indies,125,10,19.4,6.25,England,128,0,15.2,6.4,Kennington Oval,London,England
208,False,West Indies,9/25/2011,West Indies,113,5,20.0,5.65,England,88,10,16.4,5.28,Kennington Oval,London,England
209,False,Bangladesh,10/11/2011,West Indies,132,8,20.0,6.6,Bangladesh,135,7,19.5,6.806722689,Shere Bangla National Stadium,Dhaka,Bangladesh
210,False,Australia,10/13/2011,South Africa,146,7,20.0,7.3,Australia,147,5,19.3,7.538461538,Newlands,Cape Town,South Africa
211,False,New Zealand,10/15/2011,Zimbabwe,123,8,20.0,6.15,New Zealand,127,0,13.3,9.407407407,Harare Sports Club,Harare,Zimbabwe
